160,68996310,68999640,10,3340,3290,0,0,1,1,1,0.560
80,108033800,108034900,20,1110,1180,0,0,1,1,3,0.521
70,110732700,110733960,20,1270,1430,0,0,1,1,3,0.528
120,110732710,110733960,20,1260,1420,0,0,1,1,3,0.532
50,195747040,195749660,20,2630,2660,0,0,0,0,3,0.597
150,232267040,232272670,20,5640,5370,0,0,0,0,3,0.549
90,182756180,182758110,20,1940,2050,0,0,1,1,3,0.599
70,179564920,179566560,20,1650,1700,0,0,1,1,3,0.590
90,267304080,267304960,20,890,940,0,0,1,1,3,0.604
70,93736460,93740010,20,3560,3380,0,0,1,1,3,0.507
60,107542390,107545610,20,3230,3110,0,0,0,0,3,0.528
50,119381140,119382210,20,1080,1080,0,0,0,0,3,0.531
70,47102790,47106270,20,3490,3970,0,0,0,0,1,0.542
160,366489060,366492920,20,3870,3880,0,0,1,1,3,0.607
300,48794130,48795220,0,1100,1490,0,0,1,1,2,0.595
130,134851900,134853370,10,1480,1880,0,0,1,1,3,0.533
100,88963520,88967070,10,3560,3650,0,0,0,0,1,0.554
410,38995710,39002060,10,6360,6530,0,0,0,0,1,0.564
100,38996170,39002120,10,5960,6130,0,0,0,0,1,0.593
80,132614390,132618380,10,4000,4000,0,0,0,0,3,0.494
140,52547270,52551070,10,3810,3820,0,0,1,1,1,0.591
170,80607140,80608010,20,880,1040,0,0,1,1,3,0.493
170,45481880,45483340,20,1470,1720,0,0,1,1,3,0.469
110,180405930,180406830,0,910,920,0,0,1,1,3,0.505
80,179676680,179678750,0,2080,1940,0,0,1,1,3,0.532
70,179399330,179400780,0,1460,1450,0,0,1,1,3,0.514
310,148578630,148581440,0,2820,2890,0,0,1,1,3,0.514
140,155119440,155123570,0,4140,3920,0,0,1,1,3,0.473
430,148587240,148588780,0,1550,1580,0,0,1,1,3,0.503
70,20676180,20679710,10,3540,3480,0,0,0,0,1,0.572
130,76083790,76090020,20,6240,6620,0,0,1,1,1,0.546
240,26735840,26737390,0,1560,1790,0,0,1,1,2,0.613
100,41995440,41996450,0,1020,1100,0,0,1,1,2,0.667
130,80758370,80759820,0,1460,1520,0,0,1,1,2,0.635
90,161204450,161205790,0,1350,1440,0,0,1,1,3,0.483
150,98665600,98666980,0,1390,1410,0,0,1,1,2,0.620
80,52918790,52919810,0,1030,1030,0,0,1,1,2,0.661
90,310220570,310222120,0,1560,1680,0,0,1,1,3,0.600
260,174149200,174150290,0,1100,1320,0,0,1,0,3,0.519
150,59787910,59789370,0,1470,1410,0,0,1,1,2,0.647
210,66775090,66777000,0,1920,1800,0,0,1,1,2,0.602
80,46424500,46426050,0,1560,1580,0,0,1,1,2,0.659
230,47904630,47905650,0,1030,1190,0,0,1,1,2,0.629
80,15116750,15117880,0,1140,1140,0,0,1,0,2,0.645
250,88233640,88235570,0,1940,2180,0,0,1,1,2,0.565
140,11515260,11517270,0,2020,2020,0,0,1,1,2,0.643
70,17984930,17986590,0,1670,1550,0,0,1,1,2,0.672
80,7022820,7024310,0,1500,1540,0,0,1,1,2,0.679
130,21598300,21599860,0,1570,1670,0,0,1,1,2,0.667
50,46573740,46574870,0,1140,1140,0,0,1,1,2,0.660
40,46573740,46574870,0,1140,1140,0,0,1,1,2,0.658
100,15869720,15871130,0,1420,1420,0,0,1,1,2,0.679
220,256851740,256853610,0,1880,2150,0,0,1,1,3,0.596
80,189638370,189640410,0,2050,2140,0,0,1,0,3,0.548
220,246025920,246027140,0,1230,1450,0,0,1,0,3,0.579
440,158092930,158095630,0,2710,2710,0,0,0,0,3,0.522
90,258091990,258093340,0,1360,1290,0,0,1,1,3,0.583
90,18697250,18698930,0,1690,1690,0,0,1,1,2,0.671
150,4300590,4301750,0,1170,1170,0,0,1,1,2,0.670
60,3426400,3427910,0,1520,1520,0,0,1,1,2,0.675
160,66956800,66957850,0,1060,1060,0,0,1,0,2,0.625
120,65424700,65426400,0,1710,1570,0,0,1,1,2,0.642
140,46454920,46456990,0,2080,2120,0,0,1,0,2,0.587
70,76310820,76311990,0,1180,1180,0,0,1,1,2,0.646
350,163254310,163255450,0,1150,1610,0,0,0,0,3,0.518
80,175654210,175655690,0,1490,1490,0,0,1,1,3,0.511
80,4061770,4063340,0,1580,1580,0,0,1,1,2,0.678
90,48731360,48732110,0,760,820,0,0,1,1,2,0.661
80,93330050,93331010,0,970,1030,0,0,1,1,2,0.633
180,202384770,202385660,0,900,1020,0,0,1,1,3,0.539
160,19099690,19101530,0,1850,1730,0,0,1,1,2,0.650
490,26347670,26349310,0,1650,1990,0,0,0,0,2,0.514
70,305406810,305407690,0,890,880,0,0,1,1,3,0.584
100,82230010,82235820,0,5820,5840,0,0,1,1,1,0.600
160,19098020,19101540,0,3530,3400,0,0,1,1,1,0.588
50,20105280,20107620,0,2350,2350,0,0,1,1,2,0.605
160,19097980,19101250,0,3280,3110,0,0,1,1,1,0.561
430,305404170,305407590,0,3430,3430,0,0,1,1,3,0.573
440,305462460,305464340,0,1890,1890,0,0,1,1,3,0.577
80,45659650,45663400,0,3760,3640,0,0,0,0,1,0.580
140,234953540,234955110,10,1580,1450,0,0,1,0,3,0.615
250,66039180,66040800,10,1630,1600,0,0,1,1,2,0.570
180,35865460,35866720,10,1270,1610,0,0,1,1,2,0.605
300,42473820,42475250,10,1440,1890,0,0,1,1,2,0.558
120,55633730,55635740,10,2020,1940,0,0,0,0,2,0.547
180,243611980,243613570,10,1600,1540,0,0,1,1,3,0.622
300,163327980,163329670,10,1700,2090,0,0,1,1,3,0.570
60,2017240,2018880,10,1650,1650,0,0,1,1,2,0.611
70,19164820,19168800,10,3990,3860,0,0,1,1,1,0.594
70,162719330,162721030,10,1710,1700,0,0,1,1,3,0.567
150,6348890,6351280,10,2400,2390,0,0,1,1,2,0.540
50,29363700,29365690,10,2000,1990,0,0,1,1,2,0.586
400,45237640,45242590,10,4960,4720,0,0,0,0,1,0.566
80,61816760,61821070,10,4320,4310,0,0,1,0,1,0.596
120,74736900,74739650,10,2760,2850,0,0,1,1,1,0.509
340,136335620,136339890,10,4280,4660,0,0,0,0,3,0.494
70,146897420,146903470,10,6060,5580,0,0,0,0,1,0.529
70,150441550,150444420,10,2880,2870,0,0,1,1,3,0.571
310,150236140,150238640,10,2510,2840,0,0,1,1,3,0.564
220,153560570,153564730,10,4170,4280,0,0,1,1,3,0.519
80,169838090,169840260,10,2180,2180,0,0,1,0,3,0.585
110,211964010,211965930,10,1930,1700,0,0,1,1,3,0.616
110,216022110,216025500,10,3400,3500,0,0,0,0,3,0.596
220,220204120,220208730,10,4620,4520,0,0,1,1,3,0.565
240,220714190,220718280,10,4100,3890,0,0,0,0,3,0.578
100,245818870,245823250,10,4390,4160,0,0,1,0,3,0.586
110,270790230,270791700,10,1480,1450,0,0,1,1,3,0.624
170,278127930,278131420,10,3500,3320,0,0,1,0,3,0.619
130,285903700,285907320,10,3630,3670,0,0,1,1,3,0.618
120,293607520,293610820,10,3310,3620,0,0,0,0,3,0.614
70,294424960,294426620,10,1670,1630,0,0,1,1,3,0.624
490,158093040,158096780,10,3750,3890,0,0,0,0,3,0.522
180,243611950,243613940,10,2000,1930,0,0,1,1,3,0.629
240,26735580,26736840,10,1270,1510,0,0,0,0,2,0.564
210,167946300,167947840,10,1550,1930,0,0,1,1,3,0.581
220,210512830,210514640,10,1820,2300,0,0,0,0,3,0.608
60,2017470,2018900,10,1440,1430,0,0,1,1,2,0.620
350,65464600,65468270,10,3680,3490,0,0,0,0,1,0.550
100,65464600,65468270,10,3680,3490,0,0,0,0,1,0.573
180,82025020,82026780,10,1770,1590,0,0,1,1,2,0.564
340,231039640,231045020,10,5390,5560,0,0,0,0,3,0.534
210,231039640,231045020,10,5390,5560,0,0,0,0,3,0.539
50,231903610,231907420,10,3820,3610,0,0,1,1,3,0.599
80,247777290,247778740,10,1460,1450,0,0,1,1,3,0.618
70,83123910,83127050,10,3150,3440,0,0,0,0,1,0.551
70,293607310,293610790,10,3490,3750,0,0,1,1,3,0.616
80,7371620,7375050,10,3440,3350,0,0,0,0,1,0.568
80,210502390,210506300,10,3920,3820,0,0,1,1,3,0.587
60,6851310,6854970,10,3670,3650,0,0,1,1,1,0.582
90,26759460,26760160,20,710,950,0,0,1,1,2,0.561
110,64456000,64458030,20,2040,2130,0,0,0,1,3,0.499
70,187923690,187926370,20,2690,2650,0,0,1,0,3,0.600
100,270707660,270711140,20,3490,3600,0,0,0,0,3,0.605
70,292219890,292225100,20,5220,5130,0,0,1,0,3,0.573
80,89308770,89309950,0,1190,1220,0,0,1,1,2,0.638
170,87980060,87981250,0,1200,1190,0,0,1,1,2,0.629
80,91827380,91828390,0,1020,1020,0,0,1,1,2,0.635
70,89231220,89232570,0,1360,1400,0,0,1,1,2,0.634
250,88975740,88976990,0,1260,1540,0,0,1,1,2,0.599
50,46528180,46530120,0,1950,1980,0,0,1,1,2,0.634
160,46427100,46429320,0,2230,2200,0,0,1,1,2,0.601
50,88965600,88966590,0,1000,990,0,0,1,1,2,0.636
70,88957200,88959030,0,1840,1830,0,0,1,1,2,0.616
80,87380860,87383410,0,2560,2730,0,0,1,1,2,0.540
220,140932090,140934260,0,2180,1970,0,0,0,0,3,0.498
70,319831040,319834110,0,3080,2990,0,0,1,1,3,0.607
70,274411530,274412690,0,1170,1160,0,0,1,1,3,0.583
70,36207150,36208460,0,1320,1290,0,0,1,1,2,0.669
120,227092840,227094450,0,1620,1370,0,0,0,0,3,0.568
80,89308170,89309980,0,1820,1840,0,0,1,1,2,0.616
260,88974410,88977040,0,2640,2930,0,0,1,1,1,0.501
120,107242860,107244620,0,1770,1760,0,0,1,1,2,0.606
110,55298950,55301710,0,2770,2740,0,0,1,1,1,0.474
80,91827510,91828440,0,940,930,0,0,1,1,2,0.634
50,88965790,88968190,0,2410,2410,0,0,1,1,2,0.567
50,46686120,46687960,0,1850,1850,0,0,1,1,2,0.641
70,322300830,322302700,0,1880,1880,0,0,1,1,3,0.603
100,46686120,46687960,0,1850,1850,0,0,1,1,2,0.647
70,46570230,46572810,0,2590,2550,0,0,1,1,2,0.564
90,52570400,52571840,10,1450,1510,0,0,1,1,2,0.611
400,164791300,164792920,10,1630,1780,0,0,0,0,3,0.557
130,79696600,79698460,10,1870,1850,0,0,1,1,2,0.572
130,54376650,54378540,10,1900,2010,0,0,1,1,2,0.581
120,271761480,271763270,10,1800,1920,0,0,1,1,3,0.631
100,167760660,167762400,10,1750,1700,0,0,1,0,3,0.576
100,39416270,39418780,10,2520,2160,0,0,0,0,1,0.479
70,89360150,89362990,10,2850,2930,0,0,1,1,3,0.466
60,108448110,108449070,10,970,990,0,0,1,0,3,0.461
120,134046110,134048000,10,1900,1990,0,0,1,1,3,0.539
50,138979600,138981630,10,2040,1930,0,0,1,1,3,0.537
70,144532420,144533150,10,740,820,0,0,1,1,3,0.508
80,144963400,144967750,10,4360,4240,0,0,0,0,3,0.500
70,144963400,144967750,10,4360,4240,0,0,0,0,3,0.500
280,146375670,146379820,10,4160,4580,0,0,1,1,3,0.505
100,149545750,149547730,10,1990,1670,0,0,0,0,3,0.556
70,181627590,181631980,10,4400,4450,0,0,1,1,3,0.539
510,208458180,208459850,10,1680,2090,0,0,0,0,3,0.564
240,214888350,214891840,10,3500,3480,0,0,0,0,3,0.590
170,237061060,237064380,10,3330,3230,0,0,1,1,3,0.620
590,241000850,241004750,10,3910,3910,0,0,0,0,3,0.544
260,241000850,241004750,10,3910,3910,0,0,0,0,3,0.588
70,242456580,242461210,10,4640,4640,0,0,1,1,3,0.572
100,248336420,248338120,10,1710,1540,0,0,1,0,3,0.619
50,262829050,262830890,10,1850,1840,0,0,1,1,3,0.623
160,263895850,263897950,10,2110,1920,0,0,1,0,3,0.629
50,263895850,263897950,10,2110,1920,0,0,1,0,3,0.621
70,271418290,271422160,10,3880,3900,0,0,1,1,3,0.607
70,285999790,286001040,10,1260,1140,0,0,1,1,3,0.616
70,286835160,286839450,10,4300,4020,0,0,0,0,3,0.594
70,306524730,306527620,10,2900,2810,0,0,1,1,3,0.631
110,318517540,318519000,10,1470,1430,0,0,1,1,3,0.623
130,320597470,320599070,10,1610,1770,0,0,1,1,3,0.627
230,106980790,106986100,10,5320,5390,0,0,0,0,1,0.551
150,192153170,192156670,10,3510,3560,0,0,1,1,3,0.591
340,108985310,108987670,10,2370,2670,0,0,0,0,3,0.520
80,15836980,15838750,10,1780,1740,0,0,1,1,2,0.606
60,145711710,145714040,10,2340,2330,0,0,1,1,3,0.559
160,289867310,289871310,10,4010,4030,0,0,1,1,3,0.608
130,164790540,164792480,10,1950,1550,0,0,0,0,3,0.573
140,5429210,5432740,10,3540,3540,0,0,1,1,1,0.584
50,26735410,26737430,10,2030,2120,0,0,1,1,2,0.580
70,261758660,261761830,10,3180,3100,0,0,1,1,3,0.625
310,139287190,139291200,10,4020,3950,0,0,0,1,3,0.509
130,180688630,180689800,10,1180,1180,0,0,1,1,3,0.577
60,2846620,2848750,10,2140,2140,0,0,0,0,2,0.542
80,271761830,271762760,10,940,1050,0,0,1,1,3,0.610
110,144532340,144533340,10,1010,1090,0,0,1,1,3,0.524
70,277780960,277783770,10,2820,2790,0,0,1,1,3,0.632
60,2846620,2848750,10,2140,2140,0,0,0,0,2,0.542
70,145484510,145486870,10,2370,2190,0,0,1,1,3,0.559
150,188347920,188350300,10,2390,2630,0,0,1,1,3,0.614
110,297504750,297508430,10,3690,3770,0,0,1,1,3,0.616
200,297504750,297508430,10,3690,3770,0,0,1,1,3,0.615
100,2848580,2851980,20,3410,3390,0,0,0,0,1,0.547
60,2848580,2851980,20,3410,3370,0,0,0,0,1,0.544
160,58825700,58826770,0,1080,1280,0,0,1,1,2,0.649
80,25638110,25639510,0,1410,1450,0,0,1,1,2,0.674
70,107038830,107040410,0,1590,1580,0,0,1,1,2,0.612
70,183935070,183938930,0,3870,3870,0,0,1,0,3,0.516
50,106978410,106981170,0,2770,2770,0,0,1,1,1,0.477
50,106978410,106981170,0,2770,2770,0,0,1,1,1,0.477
60,242957360,242959820,0,2470,2470,0,0,1,1,3,0.591
80,241315440,241316890,10,1460,1450,0,0,1,1,3,0.616
80,230914380,230916510,10,2140,2110,0,0,1,1,3,0.625
200,100716520,100719130,10,2620,2280,0,0,1,1,3,0.499
80,22108300,22109870,10,1580,1580,0,0,0,0,2,0.578
140,139573040,139574220,10,1190,1210,0,0,1,1,3,0.524
310,210289610,210291310,10,1710,2050,0,0,1,0,3,0.597
70,266112180,266112850,10,680,670,0,0,1,0,3,0.596
70,209845120,209848790,10,3680,3720,0,0,1,0,3,0.586
280,205647360,205648950,10,1600,2030,0,0,1,1,3,0.600
70,224852740,224855580,10,2850,2670,0,0,1,0,3,0.619
290,612750,615400,10,2660,2620,0,0,1,1,1,0.507
270,160190810,160191840,10,1040,1260,0,0,1,1,3,0.551
50,612750,615400,10,2660,2620,0,0,1,1,1,0.480
120,224852740,224855580,10,2850,2670,0,0,1,0,3,0.623
110,134402860,134404270,20,1420,1690,0,0,1,1,3,0.559
100,49036610,49039020,20,2420,2390,0,0,1,0,3,0.490
140,210437780,210439130,0,1360,1600,0,0,1,1,3,0.562
80,219924170,219926110,0,1950,2150,0,0,1,1,3,0.576
80,210442030,210443500,0,1480,1520,0,0,1,1,3,0.556
210,194825310,194826670,0,1370,1500,0,0,1,1,3,0.545
140,166760090,166761130,0,1050,1070,0,0,1,1,3,0.489
150,87957680,87959440,0,1770,1830,0,0,1,1,2,0.613
190,194529550,194530690,0,1150,1250,0,0,1,1,3,0.538
150,32602260,32604720,0,2470,2460,0,0,1,0,2,0.546
100,32734120,32737830,0,3720,3850,0,0,1,0,1,0.595
50,138318280,138321950,0,3680,3710,0,0,1,1,1,0.542
50,242134510,242135190,0,690,680,0,0,1,1,3,0.553
80,241937670,241940380,0,2720,2710,0,0,1,1,3,0.594
50,199890140,199892810,0,2680,2710,0,0,1,1,3,0.562
100,194971800,194973570,0,1780,1870,0,0,1,1,3,0.551
100,194589850,194590910,0,1070,950,0,0,1,1,3,0.527
140,210437750,210439080,0,1340,1570,0,0,1,1,3,0.561
150,87957570,87959340,0,1780,1830,0,0,1,1,2,0.612
240,115293770,115297560,0,3800,3930,0,0,1,1,1,0.567
80,115293770,115297560,0,3800,3930,0,0,1,1,1,0.569
220,117829630,117831340,10,1720,1780,0,0,1,0,3,0.517
130,10003400,10004700,10,1310,1410,0,0,1,0,2,0.601
260,22867690,22869140,10,1460,1560,0,0,1,0,2,0.566
80,150553380,150554810,10,1440,1410,0,0,1,1,3,0.543
70,234115140,234116240,10,1110,1100,0,0,1,1,3,0.602
300,2247470,2250480,10,3020,2710,0,0,0,0,1,0.535
190,15048230,15049040,10,820,980,0,0,1,1,2,0.618
490,23522440,23527210,10,4780,5010,0,0,0,0,1,0.560
50,77227710,77229650,10,1950,1980,0,0,1,1,2,0.576
70,103769680,103771480,10,1810,1860,0,0,1,1,3,0.465
190,111290290,111291830,10,1550,1560,0,0,1,1,3,0.487
250,128897350,128898710,10,1370,1660,0,0,0,0,3,0.531
50,140435110,140437610,10,2510,2500,0,0,1,1,3,0.553
180,142916260,142917180,10,930,1000,0,0,1,1,3,0.524
70,234838420,234843430,10,5020,4870,0,0,1,0,3,0.556
130,3918200,3919210,10,1020,990,0,0,1,1,2,0.628
180,3479220,3482590,10,3380,3580,0,0,1,1,1,0.579
80,4368400,4369280,10,890,880,0,0,1,1,2,0.631
260,22336310,22338660,10,2360,1960,0,0,1,1,2,0.539
70,76701430,76702870,10,1450,1480,0,0,1,1,2,0.590
80,150553590,150555070,10,1490,1450,0,0,0,0,3,0.544
150,156560520,156562280,10,1770,1900,0,0,1,1,3,0.573
250,216084070,216086750,10,2690,2750,0,0,1,1,3,0.616
140,109760790,109764280,10,3500,3720,0,0,1,1,3,0.472
50,122794560,122797540,10,2990,3070,0,0,1,1,3,0.521
70,98525610,98529550,10,3950,3880,0,0,1,1,1,0.556
170,143230980,143233390,10,2420,2380,0,0,1,1,3,0.569
150,111173260,111175730,10,2480,2440,0,0,1,1,3,0.515
70,143230980,143233390,10,2420,2380,0,0,1,1,3,0.559
410,223544810,223547660,10,2860,3310,0,0,0,0,3,0.576
90,67818990,67822770,10,3790,3850,0,0,1,1,1,0.584
50,76406400,76407990,20,1600,1550,0,0,1,1,3,0.491
180,83028270,83031200,20,2940,2550,0,0,0,0,3,0.519
100,51368460,51369770,0,1320,1320,0,0,1,1,2,0.662
80,29224720,29226170,0,1460,1490,0,0,1,1,2,0.672
70,29223100,29223960,0,870,860,0,0,1,1,2,0.668
50,42598300,42604440,0,6150,6140,0,0,1,1,1,0.598
70,123205240,123207340,0,2110,2000,0,0,1,0,2,0.559
100,123208310,123209680,0,1380,1370,0,0,1,0,2,0.572
70,190059830,190061810,0,1990,1980,0,0,1,1,3,0.544
50,190004670,190006600,0,1940,1940,0,0,1,1,3,0.539
120,122961440,122963880,0,2450,2430,0,0,1,0,3,0.457
60,8359950,8361610,10,1670,1790,0,0,1,1,2,0.607
90,47881830,47883280,10,1460,1490,0,0,1,1,2,0.613
270,11410000,11410940,10,950,1250,0,0,1,1,2,0.591
70,3456720,3457750,10,1040,1110,0,0,1,1,2,0.629
150,219444870,219446320,10,1460,1460,0,0,1,0,3,0.609
60,74383410,74385190,10,1790,1510,0,0,1,1,2,0.590
260,228319370,228320750,10,1390,1730,0,0,1,1,3,0.608
400,17497910,17499900,10,2000,1840,0,0,0,0,1,0.488
50,11948740,11950970,10,2240,2240,0,0,1,1,2,0.566
40,11948740,11950970,10,2240,2240,0,0,1,1,2,0.566
30,11948740,11950970,10,2240,2240,0,0,1,1,2,0.565
170,11948740,11950970,10,2240,2240,0,0,1,1,2,0.554
30,11948740,11950970,10,2240,2240,0,0,1,1,2,0.565
100,47108260,47110210,10,1960,1950,0,0,1,1,2,0.586
100,174011300,174012670,10,1380,1160,0,0,1,1,3,0.571
50,3268610,3269520,10,920,910,0,0,0,0,2,0.599
50,7140640,7143370,10,2740,2710,0,0,0,0,1,0.512
70,10320200,10323580,10,3390,3420,0,0,1,1,1,0.569
70,26597420,26598950,10,1540,1780,0,0,1,0,2,0.589
70,34066760,34069530,10,2780,2850,0,0,1,1,1,0.507
360,40687300,40689810,10,2520,2600,0,0,0,0,1,0.517
80,48247360,48249680,10,2330,2440,0,0,0,1,2,0.531
70,48842250,48843240,10,1000,990,0,0,0,1,2,0.607
60,56736960,56740370,10,3420,2960,0,0,1,1,1,0.543
70,57473420,57475330,10,1920,1470,0,0,1,1,2,0.599
110,96671900,96674690,10,2800,2720,0,0,1,1,3,0.489
140,170917390,170920440,10,3060,3470,0,0,1,1,3,0.583
50,174011300,174012670,10,1380,1160,0,0,1,1,3,0.562
350,174336270,174341730,10,5470,5970,0,0,0,0,3,0.498
110,176913730,176917070,10,3350,3400,0,0,1,1,3,0.584
200,197136870,197138600,10,1740,1990,0,0,1,1,3,0.608
70,200923880,200924640,10,770,950,0,0,1,1,3,0.576
130,126970020,126971220,10,1210,1280,0,0,1,1,3,0.501
90,217952210,217954920,10,2720,2800,0,0,1,1,3,0.626
260,226830290,226833220,10,2940,3010,0,0,1,1,3,0.613
200,202920020,202922470,10,2460,2530,0,0,0,1,3,0.613
140,52964740,52968140,10,3410,3600,0,0,1,1,1,0.576
60,5395390,5398770,10,3390,3410,0,0,1,1,1,0.566
270,54959440,54960230,10,800,1180,0,0,0,0,2,0.562
230,10629870,10632710,10,2850,2940,0,0,1,1,1,0.529
270,11409070,11411400,10,2340,2630,0,0,1,1,1,0.491
90,51996770,51998650,10,1890,1910,0,0,1,1,2,0.589
130,219539540,219543070,10,3540,3760,0,0,1,1,3,0.603
620,49477600,49480790,10,3200,3400,0,0,0,0,1,0.521
350,228314140,228317960,10,3830,3790,0,0,0,0,3,0.574
330,193029590,193032340,10,2760,2730,0,0,0,0,3,0.583
180,177179010,177182700,10,3700,3720,0,0,1,1,3,0.569
60,5459570,5461160,10,1600,1600,0,0,1,1,2,0.614
70,10322680,10326340,10,3670,3720,0,0,1,1,1,0.586
70,10322130,10326010,10,3890,3970,0,0,1,1,1,0.595
270,54959360,54960570,20,1220,1590,0,0,0,0,3,0.495
120,79811930,79816720,20,4800,4490,0,0,0,0,1,0.531
100,127006870,127008310,20,1450,1180,0,0,1,1,3,0.546
80,171119870,171120820,0,960,930,0,0,1,1,3,0.487
150,216147000,216148600,0,1610,1570,0,0,1,1,3,0.570
70,216078270,216079160,0,900,950,0,0,1,1,3,0.543
80,44420900,44424420,0,3530,3610,0,0,1,1,1,0.585
110,44401460,44402570,0,1120,990,0,0,1,1,2,0.665
70,22760370,22762770,0,2410,2420,0,0,1,1,2,0.598
200,147236740,147238010,0,1280,1430,0,0,1,1,3,0.470
80,180952160,180956210,0,4060,4110,0,0,1,1,3,0.505
150,216146960,216148630,0,1680,1630,0,0,1,1,3,0.571
80,171119850,171120870,0,1030,990,0,0,1,1,3,0.489
280,61622720,61626500,0,3790,3790,0,0,1,1,1,0.575
190,61631810,61635340,0,3540,3540,0,0,1,1,1,0.577
100,168866440,168868150,0,1720,1720,0,0,1,1,3,0.509
70,53518210,53519230,0,1030,1030,0,0,1,1,2,0.660
120,209627680,209629190,10,1520,1540,0,0,1,1,3,0.609
940,66391110,66393380,10,2280,2770,0,0,0,0,3,0.499
90,11974170,11975280,10,1120,1120,0,0,1,1,2,0.629
60,10161730,10162790,10,1070,990,0,0,0,0,2,0.597
220,36920830,36922590,10,1770,1950,0,0,1,1,2,0.571
110,139379750,139381010,10,1270,1300,0,0,1,1,3,0.524
50,6797950,6799500,10,1560,1590,0,0,0,1,2,0.593
70,12093160,12094420,10,1270,1260,0,0,1,1,2,0.625
50,18384140,18385290,10,1160,1150,0,0,1,1,2,0.625
70,35510990,35515760,10,4780,4900,0,0,1,0,1,0.603
50,85891670,85892980,10,1320,1390,0,0,0,0,2,0.554
400,124365580,124368040,10,2470,2670,0,0,0,0,3,0.530
100,162212220,162215160,10,2950,2610,0,0,0,0,3,0.577
80,166586670,166590020,10,3360,3400,0,0,1,1,3,0.570
110,175057030,175058530,10,1510,1610,0,0,0,0,3,0.576
90,182619500,182623160,10,3670,3640,0,0,1,1,3,0.576
50,197897880,197901860,10,3990,3990,0,0,1,1,3,0.569
90,58959760,58964440,10,4690,4450,0,0,0,0,1,0.595
120,134728010,134730750,10,2750,2760,0,0,1,1,3,0.560
50,5058560,5059560,10,1010,1010,0,0,1,0,2,0.611
50,7473240,7474730,10,1500,1500,0,0,1,1,2,0.616
